unom,t_inside,c1,ro1,V,alpha,A,t_in_5_hours,t_in_10_hours,t_in_15_hours,t_in_20_hours,t_in_25_hours,t_in_30_hours,hours_untill_cooling
33669.0,23,970,1410,9900,2.959675894468133,2387.9698490558885,18,11,9,12,10,12,36
68900.0,23,1006,1071,9555,2.612387198830073,2533.961325671724,0,-4,-6,-4,-6,-1,9
23831.0,28,1228,1047,5274,2.9476111933235223,1668.7336516053124,13,12,8,9,9,12,28
59055.0,26,1021,1449,4140,2.9445342197323026,1783.120859616644,5,3,2,3,1,1,13
71282.0,26,728,907,4488,2.646424792754313,1312.780255793025,-9,-13,-12,-9,-12,-8,5
46434.0,27,1268,851,11850,2.3909784923360706,3016.7532215943684,8,2,4,6,2,2,24
15468.0,25,1038,1460,4827,2.9142393394202917,1273.5273848645736,2,3,-1,-2,-1,-1,17
72910.0,21,1256,1111,4950,3.142927825972488,1289.6511156122806,-7,-7,-10,-8,-9,-7,4
39863.0,21,1057,1358,4371,2.537180018883699,1448.4750601926148,-8,-11,-17,-13,-14,-10,4
65743.0,23,711,1293,11172,2.359814792972995,3192.0,5,7,3,4,5,4,12
30324.0,28,1194,1397,7581,2.60389647489187,2697.732381093425,12,9,8,13,9,13,44
50148.0,24,840,1032,9873,3.014894545013457,1686.2455337227732,-9,-15,-14,-15,-17,-13,8
25575.0,22,954,1150,6585,2.869321305511868,2514.2792207708358,4,4,0,2,1,2,6
60900.0,24,1129,1350,6792,3.149105401297383,1614.9699687610293,-14,-18,-18,-19,-16,-14,8
70806.0,28,920,1092,7389,2.931711365388915,1975.1941676706115,13,11,7,11,13,13,31
60745.0,21,1175,1202,6873,3.028280253521273,2149.105860584815,-11,-18,-19,-16,-14,-15,3
48099.0,21,1033,1443,9132,2.829408262371775,1480.432369275949,-17,-14,-17,-15,-20,-15,7
51642.0,27,1168,1500,6912,2.531556935377118,1728.0,0,3,-2,-2,2,-1,31
64267.0,25,1078,835,5394,2.6003025927709706,1137.7873263488218,4,2,-1,0,-3,-3,14
16685.0,21,1054,1031,11145,2.6886564858854833,3103.1081192894326,9,6,1,2,3,3,7
80067.0,21,732,952,11193,2.6711015143183903,1795.4342093209652,12,11,10,11,13,15,18
25228.0,25,941,1131,8370,3.134704925971145,2195.7048982046745,1,-1,-1,1,1,-1,11
43278.0,28,1015,993,5277,2.5572863897240863,1331.5674973503972,-10,-7,-14,-12,-9,-7,13
60808.0,26,927,1123,9450,2.4337114377927898,2608.4478143140987,16,15,10,13,12,14,47
54258.0,26,1217,1323,5013,3.0138223695360136,1096.8682692101181,-7,-9,-16,-12,-11,-13,16
26488.0,25,1252,1250,6867,2.85653779887676,1988.816733638371,-6,-6,-11,-8,-6,-9,12
33033.0,22,1053,1006,9039,2.3961037050690366,1613.4534390554936,-1,-3,-6,-2,-5,-4,11
76825.0,21,938,1237,7356,2.5369627335171887,1455.5164032054051,-1,-8,-7,-7,-5,-7,7
7232.0,28,816,1145,8412,2.962877206910426,2769.7913278801343,10,8,7,11,8,9,21
38667.0,26,1148,843,8910,3.0140763915706374,2924.6538256689455,17,12,11,13,15,12,29
38661.0,26,873,1212,7674,2.4242901166524984,1820.7602807618582,15,13,13,14,15,13,56
74307.0,26,1006,967,9381,2.813923598291715,2324.5335015869314,8,1,-1,4,4,1,16
48858.0,23,1135,1135,7422,2.8795419041980908,1462.0314634097313,2,-1,-6,-2,-4,0,14
28730.0,26,1280,994,11148,2.4670317131550785,3188.5695852529234,16,14,10,12,13,15,55
17726.0,21,843,1147,8247,2.362129504987595,2594.1380071229833,-3,-6,-9,-5,-8,-5,4
24850.0,23,790,848,7083,3.037321683318039,2181.6910872073527,-13,-15,-18,-16,-15,-15,2
29694.0,21,1162,961,5406,2.9441470426327188,1247.769209429372,-6,-10,-12,-11,-7,-11,4
13472.0,27,1183,822,9438,2.7420970059253196,2518.3994917407363,10,8,5,7,3,8,20
53464.0,23,1069,1190,6744,2.8878492540753786,1970.92465609419,14,12,10,11,14,13,25
7240.0,23,937,1044,4308,3.124328371127987,1982.1442934357733,-7,-9,-11,-6,-9,-10,3
55623.0,27,1293,842,4827,2.6416834505307105,1864.2532016869382,3,3,-2,4,3,1,13
53976.0,27,907,1394,7404,2.791984943198422,2384.5905308878505,-4,-10,-8,-7,-9,-7,11
61736.0,27,924,937,7950,3.049495625989764,2227.28534319247,-2,0,-6,-4,-2,0,10
36789.0,26,1092,1394,11604,2.7324231395447702,2475.2599863448686,13,12,9,11,11,15,61
7385.0,23,795,820,7680,2.358063648080049,2715.2900397563426,11,9,8,7,6,9,9
43322.0,21,809,916,9255,2.4081533547131695,2581.3949717158744,-9,-10,-10,-11,-10,-7,3
80639.0,23,1232,1401,5232,2.5779312821129183,1662.0758105453554,9,7,6,5,9,6,21
10288.0,22,879,923,10650,2.464224192018214,2260.973241770013,16,12,8,12,12,13,22
76452.0,26,992,1100,7188,2.508868420639549,1857.4821668053773,1,-1,-3,1,0,-3,16
38430.0,26,783,1319,4038,2.369821050306373,1392.2068811782246,13,11,6,9,5,6,20
30897.0,25,803,1301,4917,3.059802098766809,1086.3148714806402,12,7,5,9,5,6,22
63026.0,23,751,890,5175,2.611588029527459,1318.6356585501546,2,3,0,-2,-2,0,6
45658.0,27,1177,1004,9801,2.8617329682703336,1533.701405098137,4,4,4,5,1,3,36
10006.0,22,1225,1383,10227,3.0212412687647503,2215.6172954732056,16,14,10,12,12,14,42
26877.0,28,1213,1071,10455,2.6196052447545535,2743.647207641682,16,15,11,12,14,16,57
36757.0,27,862,1179,8136,2.9718652406954877,2723.9735681537,12,12,10,8,10,12,21
43452.0,22,978,993,3549,2.945676236528387,1305.1896413931577,-11,-12,-14,-13,-14,-9,3
63889.0,22,1048,1384,4392,2.3476427190247495,1947.9958932194904,14,17,12,15,16,16,26
61335.0,23,1118,1055,11442,2.353920163616213,1960.7427164215096,17,13,11,12,15,15,56
28773.0,26,995,1429,11667,2.4224710393476263,2116.631285793537,2,2,-2,-1,2,1,33
21047.0,21,1250,1351,8184,2.434706459038252,2171.171112556539,-6,-5,-6,-5,-5,-8,8
64946.0,23,763,1376,11451,2.934913234955547,3231.611362772448,-13,-12,-15,-15,-18,-13,4
1767.0,27,1097,1090,6084,3.037280040668203,1708.8943794161182,14,9,9,10,9,13,29
75533.0,21,886,860,7131,2.5663461613292045,2109.441632280922,-11,-9,-11,-11,-14,-12,2
10596.0,25,843,1259,4857,2.447583178604711,1931.366355718148,2,-2,-5,-2,-2,2,9
38336.0,21,885,815,6375,2.539984940193813,2212.690669750293,-3,-6,-6,-5,-6,-1,2
37353.0,24,1146,1044,7818,3.1024460066810637,2598.9905732803263,-11,-14,-18,-14,-15,-13,5
27814.0,27,1154,813,4746,2.414355757503261,2134.516338658479,-5,-9,-9,-10,-9,-7,7
82361.0,22,1272,813,6705,2.8167099483270848,1793.9899665271264,-14,-19,-20,-19,-20,-18,4
23965.0,25,828,1346,3336,2.7121722460549633,1200.4799040383807,-16,-13,-18,-16,-19,-16,5
38118.0,23,781,816,3246,3.0834877371358536,1309.1554529543082,-12,-13,-16,-13,-16,-14,2
83398.0,22,743,1483,11058,2.412968935549404,2416.32448152147,8,2,1,5,0,6,13
1629.0,26,793,1394,4479,2.8667208867014518,1606.2079566482043,-2,-5,-6,-5,-3,-5,8
81161.0,21,1284,1241,8409,2.517532246080485,2107.119360643815,-5,-5,-6,-8,-7,-8,8
42460.0,27,947,1408,8265,2.649769736557327,1542.8285711640165,5,-2,-4,0,2,0,30
81723.0,26,850,1253,11136,2.721804773006478,2067.9032859396493,2,-4,-7,-1,-1,-5,18
46916.0,22,798,1290,9990,2.572999669177147,2855.1427284813626,6,6,2,5,6,4,9
18107.0,23,1295,1241,10125,2.3752520159289543,2513.5632078784097,-2,-3,-7,-6,-8,-4,14
57978.0,23,715,1325,6489,2.7367409487024252,2432.687402853067,-7,-9,-9,-11,-10,-7,4
46846.0,28,879,908,6600,3.0592126236648998,2453.405796031305,-8,-11,-15,-9,-10,-10,5
39816.0,22,986,1207,6660,2.515013927868162,1875.2279861392853,5,6,-1,5,0,1,11
62205.0,25,1137,961,10353,2.8706128539563527,2819.770203403107,14,13,9,10,13,10,30
43299.0,26,1291,1301,7323,3.0701461103289014,1676.9114466780884,-13,-18,-17,-15,-18,-14,14
23528.0,23,840,1043,3006,2.4521637351460677,1259.828559765177,-5,-12,-11,-10,-10,-9,3
70248.0,21,1127,1382,11187,2.938084900250769,2741.8358813028904,9,5,1,3,4,6,11
65647.0,25,801,806,4443,2.839997915965937,1847.22061486981,0,-2,-5,1,1,-1,4
28440.0,21,1027,1212,8073,3.1155691645590347,2064.592938087312,15,10,9,10,9,11,17
8729.0,28,1208,1130,6255,2.5253631625403594,2050.209745367532,-14,-16,-16,-16,-17,-16,12
7708.0,25,1220,1127,4842,2.416515153257657,1738.2197789692764,10,12,10,11,7,11,27
61182.0,25,1227,950,9663,3.113529178647249,2548.2417467736454,10,5,4,4,7,8,16
65122.0,24,1266,996,10815,2.3914174748597414,2695.863498028044,-11,-12,-13,-12,-14,-12,10
72807.0,24,1098,1105,7269,2.656486507698104,1446.8835474909513,-10,-16,-15,-13,-12,-11,10
15668.0,25,904,1327,5106,2.4913933129019235,2157.9323437031107,-7,-6,-8,-7,-9,-9,7
12518.0,28,974,1344,5691,3.090340604298778,1810.5292044040605,-1,1,-3,-1,0,-3,15
20188.0,21,1169,1304,11457,2.7189300646208143,3232.4578883567838,-8,-15,-15,-11,-14,-10,5
39326.0,25,1199,1045,10149,2.4373564632511844,2417.813888619221,-6,-8,-8,-10,-9,-7,14
68362.0,28,754,885,4944,2.734125835182711,1540.4934274445964,16,9,10,12,13,11,19
35148.0,22,821,1032,10170,3.129768027951613,2317.2742608504504,-3,-9,-9,-9,-9,-7,4
50255.0,21,799,1361,7863,3.0852436502022687,2379.3612588255696,3,6,2,1,0,6,5
57609.0,22,816,1448,8916,2.3333391634565,2533.6771696488877,-9,-12,-15,-13,-14,-10,6
20212.0,27,822,908,9288,2.72914431921591,2498.3066264972363,12,7,6,11,6,9,19
3213.0,27,704,951,7737,2.791903613945819,2656.340339640235,12,7,7,10,7,12,13
7363.0,23,912,1373,7656,2.4100565594423804,2424.8315405404974,8,6,0,3,4,3,13
49106.0,25,1280,1253,5787,2.6661395081386017,1394.4289153628447,-13,-12,-19,-16,-16,-13,13
68707.0,27,1257,871,3741,3.1019658552832325,1585.5447013566034,16,15,12,11,9,14,21
1487.0,22,1135,940,6873,2.55423536985806,2224.5359066555884,-3,-5,-10,-7,-7,-7,5
48817.0,28,1106,1258,10311,2.870620993279754,2224.6977322773537,-8,-13,-15,-10,-9,-13,18
75735.0,28,979,872,8355,2.691967083285228,1675.4939570168553,-1,2,-2,-1,-4,2,18
37126.0,25,1223,1229,7719,2.9143978278006712,1610.4608036211248,-14,-16,-16,-12,-15,-16,13
65545.0,22,955,1170,6345,2.759499682533877,2137.381575666825,-3,-8,-11,-7,-7,-5,4
59143.0,24,1299,1475,9741,3.109040308052313,2648.305118372881,13,11,11,13,10,14,49
75996.0,25,788,1271,8421,3.057080124211033,2543.094178358324,2,-3,-1,-3,-3,0,9
74455.0,27,1280,1186,5676,2.536025696581305,1650.599890948742,-14,-14,-17,-16,-15,-16,13
69464.0,21,848,943,10326,2.6367416981555287,2726.6682966580292,-15,-15,-17,-16,-16,-15,2
72884.0,26,1267,1443,9747,2.8498288638459086,2268.5713566030936,5,3,-2,2,-2,2,28
57968.0,26,1054,846,8994,2.9468967129511023,1858.4122255301704,4,1,0,-1,2,-1,14
9539.0,28,791,953,6258,2.5150782886819294,1898.5805223903462,10,12,7,10,12,11,22
19556.0,27,1073,814,11166,2.5320597044975885,2196.295062144429,-7,-7,-13,-10,-10,-8,14
68458.0,22,876,869,6078,2.9009579277359117,2160.533267505965,10,13,7,8,8,13,8
15899.0,21,1276,1387,10281,2.3813391577152982,2107.4610316682015,-12,-16,-18,-18,-19,-14,8
75815.0,24,811,1497,3159,3.139330594248015,1456.9996568290603,8,2,-1,3,2,1,7
26452.0,23,932,831,10302,2.4334856170361765,2223.7266019005124,0,1,-5,-4,-5,0,9
61449.0,22,1054,1344,11706,2.4898923230015892,2486.1150415859684,10,3,5,6,5,8,19
42670.0,25,951,1094,9651,2.616227227583706,2454.022004791318,10,8,4,7,5,5,21
37961.0,25,998,1311,7974,2.9228579307091094,1383.3871475476417,10,7,3,7,4,4,30
47083.0,22,1203,1095,5484,2.456408330453764,2176.7351699276605,10,10,8,10,5,8,12
75338.0,22,1208,1485,6327,2.7872742368177645,1742.6875795735732,13,13,11,13,10,12,38
43819.0,23,960,1425,3825,3.125600629228702,1544.9271827500477,3,2,-1,0,3,4,7
16083.0,28,1049,1086,9405,2.358774103788158,1502.3980830658697,17,15,10,15,12,15,92
38387.0,26,801,1316,6363,3.094149246280235,1832.9386241770344,-9,-10,-14,-10,-11,-9,8
30143.0,24,982,1111,8799,2.401615625401348,1719.4371171985324,5,0,0,3,1,-1,19
5620.0,21,935,1454,6432,2.5990074686093823,2003.389128452084,12,10,5,7,11,9,13
23028.0,21,893,937,6927,3.0699072212450806,2446.411249156609,11,5,5,9,9,7,5
19956.0,25,1216,1209,7170,2.4060733502914906,2557.1546687676127,-12,-13,-16,-14,-18,-18,8
27109.0,25,923,1432,5451,2.7865196961253695,1617.5537085364429,16,13,14,13,11,16,44
9167.0,25,904,914,10635,2.7112850282227057,2369.6582032014658,11,10,10,13,12,12,26
47743.0,23,973,1284,9405,3.139991245663651,2422.5441172453393,-10,-11,-13,-8,-13,-9,7
17760.0,23,714,1446,7980,3.114787066602131,2143.9402976762203,-8,-8,-13,-7,-12,-10,5
20076.0,27,964,1327,6270,2.5195254709382917,2453.405796031305,10,5,3,8,6,4,20
57976.0,25,955,1462,3222,2.680575112727496,1714.1948547350153,13,13,8,10,9,15,21
4121.0,27,1180,1108,8274,2.6450104754549617,2357.9923663998575,0,-3,-5,-4,-1,-3,17
70263.0,23,1234,982,9024,2.5413700767811913,2792.263597871806,15,13,12,15,13,11,29
80131.0,27,1186,1202,7863,3.0035725624103824,1504.8401908508424,-11,-12,-18,-12,-13,-12,17
24163.0,27,1063,1014,3219,2.77550462764343,1417.2706163608982,-3,-5,-7,-2,-3,-1,8
51285.0,25,853,818,6054,2.696970823758466,1704.6759222796575,-4,-9,-11,-6,-5,-9,6
51270.0,23,1200,1218,11223,2.9313531946171794,3026.2134756160217,-2,-1,-4,-4,-4,0,10
12377.0,22,720,1150,9087,3.061028730989331,1981.3086584376497,-1,-2,-4,-4,-2,-1,6
41254.0,25,965,1120,4503,2.8233497306619713,1916.8849730748063,-7,-12,-13,-12,-9,-11,5
14067.0,25,1285,1455,11964,2.843529826265004,2934.9752980221147,12,6,3,9,7,7,36
81406.0,24,1285,815,5148,3.0103001652731898,1491.2866927589744,-11,-12,-17,-14,-15,-13,5
28331.0,24,1078,897,5469,2.9245565280427113,1699.3033866852616,-5,-7,-7,-4,-4,-2,6
17221.0,23,792,933,10275,2.800130787873778,2106.8459839295324,-1,-3,-8,-4,-5,-7,7
36229.0,27,1215,987,11049,2.596088538403234,2820.510592073712,5,3,0,4,2,4,24
50983.0,23,951,1338,9030,3.0940121478808624,2549.8235233050937,9,10,8,10,10,11,17
37723.0,28,1189,1122,3408,2.6283949406216243,1213.3655673373958,2,-3,-3,1,-3,-1,16
1774.0,25,1266,1216,3822,2.375056748429666,957.7473570832759,-8,-10,-15,-9,-10,-8,15
57576.0,22,717,873,6687,2.387703260311863,2533.6771696488877,-3,-3,-5,-5,-3,-2,3
37478.0,21,870,862,6582,3.0650805465740745,2176.9336232416463,4,2,-2,1,-1,-1,3
2094.0,27,935,1421,11553,2.9608681834628983,2786.3266140206892,12,6,7,7,9,6,33
23938.0,27,1278,1263,7578,2.783223450899552,2486.6941910898495,-6,-4,-7,-7,-9,-6,15
39879.0,25,1217,864,5409,2.347855067420203,1837.1760939006363,13,7,7,7,9,7,21
81570.0,24,1235,1305,8595,2.8709303096426315,1699.3881251791772,3,2,0,4,4,5,25
51885.0,21,1102,1136,10584,2.7161834719058793,2938.7997550020314,7,6,5,7,6,7,9
75798.0,28,706,1166,7722,2.519732611925817,2277.9780508161184,-11,-17,-15,-17,-16,-12,8
5963.0,22,755,1031,4629,3.097985300616974,1825.6177036827835,-13,-14,-15,-14,-14,-14,2
44078.0,28,1175,1433,4602,2.819547631221086,1879.9829786463495,0,-1,-6,-4,-4,-4,15
30864.0,22,1239,1322,5412,2.9490508167899505,1837.6855008406633,11,6,3,5,4,4,13
78821.0,25,1084,1078,11286,2.4093445576092427,3034.695371861894,-11,-12,-12,-10,-15,-9,10
59685.0,24,957,1036,4158,2.808474669276961,998.9594586368357,-2,-2,-6,-4,-5,-6,9
22195.0,25,718,835,8061,2.5635875943225184,2063.057924538233,-7,-8,-12,-8,-11,-9,5
2950.0,23,954,1152,5556,2.8379576315121398,1264.9616594980262,5,1,-2,-1,3,3,12
29600.0,21,1214,899,3210,2.563567484572505,1710.9997077732073,13,9,8,11,6,12,6
51986.0,27,1231,990,3141,3.10614774636294,951.1088265808492,18,14,11,15,12,13,37
52866.0,28,1084,915,3552,2.5631108011892274,1305.7411688386023,-15,-17,-18,-17,-19,-18,7
17133.0,23,1283,1053,8484,2.560431936698076,1426.940783634696,-6,-8,-10,-7,-7,-5,15
42781.0,28,1210,813,9693,2.8403591975760527,3050.45570366134,8,6,1,3,5,6,17
16337.0,28,1194,874,11319,2.5314386763623395,2330.90540348595,-9,-10,-12,-12,-13,-10,16
61680.0,26,1076,1240,3231,2.7065125173194744,964.6387925021468,1,0,-5,0,0,-1,15
6524.0,28,976,1224,7272,2.9913156407375716,2642.1809173483944,12,12,9,11,8,8,24
9078.0,21,758,1072,4056,2.9267253637303856,1248.0,18,15,9,12,10,13,11
73172.0,23,1126,1148,8520,2.5185996760356195,2557.9992181390517,0,-2,-3,0,-2,0,11
21419.0,24,890,1456,5673,2.481086129212255,2151.5501388533803,16,13,10,13,11,17,35
39561.0,22,805,1095,7284,2.6739774873090876,2577.403344453483,-4,-7,-9,-6,-8,-4,4
57047.0,24,1071,1444,3243,2.7757469096942025,1673.9032230090247,-12,-18,-17,-16,-15,-16,4
78041.0,21,901,1001,9333,3.0380137990414045,1770.8438666353395,6,4,2,7,7,7,9
59038.0,23,719,1459,11772,2.3576402155785336,2255.1062059246788,-15,-16,-18,-14,-17,-17,8
50798.0,27,1232,1262,3792,3.1523381253493543,1907.962263777772,1,-5,-5,-5,-2,-2,9
51401.0,22,1046,834,8430,2.965014621547777,1422.3923509355636,-8,-10,-15,-12,-12,-10,5
50975.0,28,1290,838,8691,2.5886883420529205,2501.5035478687614,-5,-6,-9,-4,-8,-8,14
61908.0,24,858,965,3162,3.0704356403755946,1606.2976062984096,8,5,6,4,3,8,5
46213.0,25,941,1348,5832,2.9543710770188323,1296.0,14,15,13,11,11,11,46
82795.0,24,1026,1430,3843,2.9073831474531935,1487.8064390235713,11,8,3,7,5,10,15
18889.0,24,1226,1002,4908,2.464181206460333,1941.4798479510418,-4,-10,-13,-7,-9,-11,7
60384.0,28,744,1103,9018,2.5593648538858305,2942.3256108051673,15,15,14,16,13,13,34
56823.0,21,903,1448,5187,2.4994178125482884,2057.3264203815597,-6,-13,-11,-10,-12,-13,3
4282.0,23,1290,990,5808,2.492810619733826,1584.0,0,-4,-3,-1,0,-1,11
67449.0,25,1144,1207,11136,2.903683231513275,2067.9032859396493,12,10,6,10,5,6,37
5800.0,25,1096,1008,9870,2.8396165569833536,2920.2191698569477,11,10,4,6,10,8,19
78119.0,21,737,919,4455,2.824557815104614,2015.6785458003963,-15,-20,-21,-19,-16,-20,1
56902.0,27,973,1271,4821,2.9083996180808547,1178.3242338168216,-4,-6,-5,-3,-8,-4,15
47018.0,22,1294,1312,4026,2.7729054420571515,1644.831906305322,14,15,10,14,13,14,24
36920.0,28,1263,1194,11646,2.4955865569927007,2797.51890074044,14,10,9,8,8,10,52
2214.0,26,870,1461,11352,2.3381064944606376,3131.793096614143,8,8,1,6,6,3,26
18876.0,23,1091,1096,8496,3.032666625419229,1564.2403907328312,-5,-6,-9,-5,-10,-6,10
32500.0,27,853,1211,6960,3.0566863150686268,2452.231636693402,-6,-13,-14,-9,-9,-11,7
68799.0,26,1236,1271,6042,2.4151573541548372,1865.5272713096422,-7,-8,-12,-8,-6,-9,15
22554.0,28,1221,1072,9966,2.979662530610712,2851.7110653079844,6,2,1,2,3,-1,19
12366.0,25,1129,882,10956,2.3410933227900528,2512.101908760869,-4,-6,-6,-7,-6,-5,13
4554.0,26,1291,1418,7170,2.765320349639373,1311.7926665445268,-10,-14,-16,-11,-15,-14,23
74645.0,22,849,963,5916,2.906264116866736,1685.1350094280278,8,7,3,6,7,4,7
68516.0,26,833,1088,3516,2.5429939702879762,1362.5153210147764,12,10,10,12,12,10,21
11972.0,27,1191,1177,11199,2.75791632628493,2643.51584069398,12,8,3,7,8,10,35
71810.0,21,766,1287,11169,3.1080983002412377,3191.5713997966586,12,8,5,7,6,9,8
67521.0,22,865,1253,9753,2.3461240427447634,1935.2395200594678,-14,-16,-17,-17,-15,-13,7
38699.0,24,1083,1349,9117,2.363401913267293,1984.5765291366317,-11,-13,-16,-13,-12,-11,13
23704.0,28,1212,846,4320,2.467343312395051,1440.0,-2,-4,-7,-5,-8,-3,12
78024.0,24,1071,1353,4848,3.0028982738393384,1078.6658426037231,-9,-7,-13,-7,-8,-11,12
26779.0,26,762,1280,5343,2.423052472708552,1894.8604170228477,6,4,5,3,4,7,15
5364.0,27,1027,1368,7596,2.6677771698791264,2632.0243159970996,-5,-11,-13,-10,-11,-8,12
70238.0,21,995,813,11706,2.9093772912259404,2804.716028406441,-9,-11,-13,-13,-12,-14,2
81798.0,28,814,900,8847,2.789887509112203,2840.5041805989304,4,2,1,1,0,5,11
34269.0,27,941,1310,8706,2.9475931521740253,2817.7778478794244,9,8,5,10,8,7,23
55922.0,21,1122,1107,8004,2.89651614970473,1960.0816309531601,2,0,-5,-1,-2,0,6
25128.0,21,849,830,8247,2.5082376097447843,2354.141881875432,11,11,10,9,11,13,8
7181.0,27,1276,1145,7707,2.6999774065616045,1923.3720388941917,-14,-14,-20,-17,-14,-17,14
55212.0,23,1248,1114,10044,2.789993050140755,2083.0285643744783,-11,-9,-12,-12,-9,-8,10
10759.0,24,1245,1470,4107,2.8645279922611326,1719.6046057160931,2,0,-5,-4,-3,1,11
44181.0,23,1111,1110,5001,2.6968794502686886,1385.7792031921967,4,1,2,1,-1,1,12
16059.0,26,1295,1171,7053,2.7994358056952535,1539.4180718700168,-4,-4,-4,-5,-6,-2,21
20547.0,28,771,1131,7857,3.0297797247750826,1941.9989701336094,-14,-14,-15,-12,-13,-15,8
41870.0,21,1286,1390,11466,2.5437549223181644,2967.4716510861563,-6,-11,-11,-8,-10,-8,7
55727.0,25,849,1431,4791,2.3765886010332693,1729.0413528889353,-2,-8,-9,-7,-9,-5,9
16375.0,26,973,971,4956,2.886281459581235,1617.6427294059713,9,11,8,8,7,12,17
20689.0,26,1096,1126,4671,2.6924929486359686,1420.518215300318,6,6,4,5,3,8,20
26671.0,28,1038,823,4833,3.0464175707546537,1444.9415213080424,-4,-6,-8,-5,-5,-4,9
47989.0,28,1249,1053,11622,2.4042439992445037,1829.5179693022967,4,3,-2,2,0,4,44
66191.0,27,806,1175,11250,2.4153189740104137,2323.7900077244503,-13,-14,-19,-15,-16,-17,12
37802.0,22,1029,1178,8208,2.5105077212745246,1775.351232855065,-6,-8,-8,-9,-7,-9,9
39679.0,27,1057,1247,7974,2.576065799904452,2314.8494551482177,-17,-19,-19,-19,-20,-16,11
27324.0,26,1282,856,10914,2.4056827471952977,1772.9162416764084,3,1,1,1,2,2,30
37919.0,21,1074,1252,5139,2.8234880436675702,1110.567422536786,10,7,8,7,5,9,16
59850.0,24,960,1079,4185,3.080864974455245,1847.961038550326,5,-1,-3,0,2,2,6
26765.0,25,1292,926,8370,2.6330839768065584,2689.178313165566,-2,-5,-10,-5,-7,-4,9
6897.0,26,1091,1246,9549,3.1116561832101786,2140.9156919411844,-14,-13,-18,-16,-18,-16,11
39976.0,25,847,1479,8949,2.336678918428407,2621.608666448904,1,-3,-6,-2,-6,-1,14
78356.0,23,1082,1040,9867,3.008871845344498,2574.9998058252354,0,1,-5,-1,-2,-2,8
46850.0,22,772,857,4308,2.928255085621639,1874.9207983272252,12,13,9,11,14,15,7
24778.0,22,1104,1225,11268,3.165453004772001,2325.648296712123,10,7,5,6,8,7,16
40212.0,24,750,1192,8163,2.72303652528947,2424.326710655971,7,7,4,9,9,7,13
66298.0,27,1125,945,5181,2.4739569339320435,1410.497784471851,-3,-3,-5,-3,-6,-4,15
31820.0,27,812,1388,3957,2.731585252083028,1378.172703256018,7,6,5,4,5,8,17
61268.0,27,779,1172,4638,2.613386063265792,1887.3219121284,14,11,11,14,15,13,24
73440.0,23,1150,957,4911,3.1315094096424185,1816.6430579505704,9,10,4,6,9,11,10
70624.0,25,986,1148,4314,2.441282967368032,1576.3451398726102,-11,-14,-18,-16,-19,-17,6
52246.0,21,840,927,7377,2.7015958280136765,2524.62432848929,15,13,12,11,15,11,10
30860.0,27,1046,1455,11085,2.4661045691292,2630.0266158349045,7,4,5,7,8,8,40
53529.0,21,720,857,4200,2.4006910981582523,2007.9840636817814,2,1,-4,-1,-2,2,2
57116.0,23,942,1359,4347,2.4855837401868146,1514.9970297000584,5,5,4,2,1,4,12
13199.0,22,795,969,11811,2.5602107287631197,3367.2778323149996,9,10,5,10,11,9,10
69573.0,21,1015,1323,9807,2.6433998412173687,2376.727161455433,-1,-3,-5,-6,-7,-1,7
54494.0,21,730,813,5571,2.450149676986828,1864.4849154659312,15,14,7,12,12,14,7
74305.0,25,1288,1385,7602,2.3925458468158665,2562.8359292003065,-13,-15,-16,-15,-17,-15,11
42885.0,21,1131,1141,10329,2.8160609044081935,2634.5944659472734,-3,0,-6,-5,-3,-1,6
60069.0,24,967,1250,11559,3.1383043171855842,2580.3069584838154,12,10,10,14,13,15,33
76812.0,26,1217,937,9486,3.1034508974947315,2862.84893069823,10,10,9,10,11,8,21
43474.0,22,1001,1054,8217,3.110445439704309,1776.32429471648,11,7,3,8,3,9,12
52647.0,26,801,1296,4011,2.752853960669909,1699.3881251791777,7,9,4,8,8,5,13
61806.0,25,890,1499,9756,2.8332282952023036,1935.5371347509715,19,14,11,15,16,15,66
80609.0,28,1090,888,9081,2.61594009830869,1617.1975760555665,-11,-12,-17,-17,-14,-16,15
75978.0,26,1136,1356,10152,3.1241259096726592,1560.9228039848736,1,1,-4,-2,1,0,31
13383.0,25,970,833,7680,2.342066945365929,2715.2900397563426,13,8,8,10,9,7,15
37388.0,24,900,1496,10005,2.6525577904733226,3099.1611768347893,2,-1,-6,-3,0,-1,11
30831.0,24,1236,1483,6627,2.8127797461556816,2110.294766140503,13,13,7,10,9,8,31
51105.0,24,1294,1283,8880,2.5586042257264143,2442.818044799899,-14,-14,-17,-16,-14,-13,11
26833.0,23,756,1340,8010,2.5263255474475153,1640.5364976129001,11,8,6,7,9,8,20
59690.0,24,1097,1005,10071,2.350128540740081,1554.6832474816215,-13,-12,-14,-13,-16,-13,14
61313.0,23,1026,1312,9237,2.516124590984072,2400.8098633586123,-12,-16,-20,-17,-16,-18,7
55230.0,28,865,1011,5040,2.4179424578180795,2143.9402976762203,1,4,-2,0,-2,3,10
16676.0,23,1287,1352,9534,3.0776096098574732,2139.233507590978,-18,-19,-19,-17,-17,-19,9
51361.0,24,719,1482,8019,2.8940135122465533,1861.238297478321,1,-4,-8,-5,-7,-1,10
47658.0,28,1041,852,6480,3.0090311856442065,2086.758251451279,0,-2,-6,-4,-5,-4,9
